month,customer_id,plan,seats,mrr
2027-10,C1008,pro,4,396
2027-10,C0009,pro,4,396
2027-10,C0551,pro,4,396
2027-10,C0735,pro,2,198
2027-10,C0851,pro,5,495
2027-10,C1160,pro,5,495
2027-10,C0098,pro,2,198
2027-10,C0592,pro,2,198
2027-10,C0824,pro,3,297
2027-10,C0471,pro,3,297
2027-10,C0679,pro,4,396
2027-10,C1176,pro,3,297
2027-10,C0325,pro,4,396
2027-10,C0748,pro,4,396
2027-10,C1165,pro,4,396
2027-10,C0588,pro,4,396
2027-10,C0687,pro,4,396
2027-10,C0885,pro,3,297
2027-10,C1033,pro,4,396
2027-10,C0548,pro,5,495
2027-10,C0927,pro,4,396
2027-10,C1062,pro,4,396
2027-10,C0881,pro,4,396
2027-10,C1025,pro,5,495
2027-10,C1066,pro,3,297
2027-10,C1157,pro,3,297
2027-10,C0817,pro,4,396
2027-10,C0685,pro,5,495
2027-10,C0061,pro,4,396
2027-10,C0214,pro,3,297
2027-10,C0211,pro,4,396
2027-10,C0717,pro,4,396
2027-10,C1177,pro,4,396
2027-10,C0166,pro,4,396
2027-10,C0758,pro,5,495
2027-10,C0578,pro,4,396
2027-10,C0892,pro,5,495
2027-10,C1113,pro,3,297
2027-10,C0236,pro,4,396
2027-10,C1155,pro,4,396
2027-10,C1012,pro,3,297
2027-10,C0889,pro,4,396
2027-10,C0149,pro,3,297
2027-10,C1084,pro,4,396
2027-10,C0102,pro,4,396
2027-10,C0563,pro,4,396
2027-10,C0171,pro,4,396
2027-10,C0353,pro,2,198
2027-10,C0682,pro,4,396
2027-10,C0201,pro,5,495
2027-10,C1014,pro,4,396
2027-10,C0014,pro,3,297
2027-10,C1049,pro,3,297
2027-10,C0370,pro,5,495
2027-10,C0911,pro,3,297
2027-10,C0643,pro,4,396
2027-10,C1156,pro,2,198
2027-10,C0807,pro,5,495
2027-10,C0252,pro,4,396
2027-10,C0300,pro,3,297
2027-10,C1109,pro,2,198
2027-10,C1107,pro,5,495
2027-10,C1067,pro,3,297
2027-10,C0740,pro,2,198
2027-10,C0088,pro,5,495
2027-10,C0929,pro,5,495
2027-10,C0224,pro,4,396
2027-10,C0689,pro,5,495
2027-10,C0264,pro,4,396
2027-10,C0966,pro,3,297
2027-10,C1085,pro,1,99
2027-10,C0314,pro,5,495
2027-10,C0263,pro,2,198
2027-10,C0799,pro,3,297
2027-10,C0947,pro,3,297
2027-10,C0277,pro,6,594
2027-10,C0670,pro,3,297
2027-10,C0856,pro,3,297
2027-10,C0560,pro,2,198
2027-10,C0380,pro,1,99
2027-10,C0333,pro,3,297
2027-10,C0405,pro,3,297
2027-10,C0184,pro,4,396
2027-10,C0702,pro,3,297
2027-10,C0830,pro,4,396
2027-10,C0780,pro,4,396
2027-10,C0545,pro,4,396
2027-10,C0926,pro,4,396
2027-10,C0662,pro,4,396
2027-10,C0964,pro,2,198
2027-10,C0467,pro,4,396
2027-10,C0475,pro,3,297
2027-10,C0508,pro,4,396
2027-10,C0459,pro,2,198
2027-10,C0119,pro,4,396
2027-10,C0580,pro,1,99
2027-10,C0671,pro,4,396
2027-10,C0872,pro,3,297
2027-10,C0274,pro,5,495
2027-10,C0275,pro,5,495
2027-10,C0470,pro,2,198
2027-10,C0506,pro,4,396
2027-10,C0813,pro,3,297
2027-10,C0318,pro,2,198
2027-10,C0913,pro,2,198
2027-10,C0895,pro,4,396
2027-10,C0983,pro,4,396
2027-10,C0765,pro,3,297
2027-10,C0465,pro,4,396
2027-10,C0939,pro,4,396
2027-10,C1059,pro,2,198
2027-10,C1054,pro,4,396
2027-10,C0642,pro,4,396
2027-10,C0651,pro,4,396
2027-10,C1071,pro,2,198
2027-10,C0935,pro,3,297
2027-10,C0232,pro,4,396
2027-10,C0538,pro,3,297
2027-10,C0962,pro,4,396
2027-10,C0084,pro,3,297
2027-10,C1150,pro,4,396
2027-11,C0557,pro,1,99
2027-11,C0573,pro,4,396
2027-11,C1086,pro,2,198
2027-11,C0610,pro,4,396
2027-11,C0251,pro,4,396
2027-11,C0728,pro,5,495
2027-11,C0865,pro,4,396
2027-11,C0987,pro,4,396
2027-11,C0953,pro,3,297
2027-11,C1051,pro,3,297
2027-11,C0106,pro,2,198
2027-11,C0906,pro,6,594
2027-11,C1181,pro,4,396
2027-11,C0261,pro,5,495
2027-11,C1077,pro,5,495
2027-11,C0315,pro,3,297
2027-11,C0606,pro,3,297
2027-11,C0382,pro,3,297
2027-11,C0901,pro,2,198
2027-11,C1137,pro,4,396
2027-11,C1044,pro,3,297
2027-11,C0458,pro,2,198
2027-11,C0516,pro,4,396
2027-11,C0101,pro,3,297
2027-11,C0015,pro,4,396
2027-11,C1126,pro,3,297
2027-11,C0633,pro,2,198
2027-11,C0791,pro,5,495
2027-11,C1149,pro,1,99
2027-11,C0374,pro,3,297
2027-11,C0797,pro,3,297
2027-11,C0673,pro,4,396
2027-11,C1010,pro,5,495
2027-11,C0854,pro,5,495
2027-11,C1115,pro,4,396
2027-11,C0891,pro,4,396
2027-11,C0794,pro,3,297
2027-11,C0923,pro,3,297
2027-11,C0622,pro,5,495
2027-11,C0937,pro,3,297
2027-11,C0343,pro,5,495
2027-11,C1199,pro,4,396
2027-11,C0788,pro,4,396
2027-11,C0133,pro,3,297
2027-11,C0125,pro,3,297
2027-11,C0404,pro,5,495
2027-11,C0402,pro,5,495
2027-11,C0786,pro,2,198
2027-11,C1098,pro,4,396
2027-11,C0266,pro,2,198
2027-11,C0417,pro,5,495
2027-11,C1032,pro,2,198
2027-11,C0345,pro,4,396
2027-11,C0711,pro,2,198
2027-11,C0988,pro,5,495
2027-11,C1099,pro,4,396
2027-11,C0020,pro,3,297
2027-11,C1214,pro,2,198
2027-11,C0135,pro,3,297
2027-11,C0681,pro,2,198
2027-11,C0836,pro,4,396
2027-11,C0829,pro,3,297
2027-11,C0712,pro,2,198
2027-11,C0398,pro,5,495
2027-11,C0427,pro,3,297
2027-11,C1068,pro,4,396
2027-11,C0946,pro,2,198
2027-11,C0696,pro,3,297
2027-11,C1123,pro,5,495
2027-11,C0433,pro,2,198
2027-11,C0218,pro,3,297
2027-11,C0534,pro,5,495
2027-11,C0768,pro,5,495
2027-11,C0612,pro,5,495
2027-11,C0790,pro,2,198
2027-11,C0421,pro,5,495
2027-11,C0597,pro,4,396
2027-11,C1057,pro,3,297
2027-11,C0388,pro,3,297
2027-11,C0045,pro,3,297
2027-11,C1211,pro,4,396
2027-11,C0494,pro,4,396
2027-11,C0887,pro,5,495
2027-11,C0627,pro,4,396
2027-11,C0873,pro,6,594
2027-11,C0052,pro,3,297
2027-11,C1202,pro,5,495
2027-11,C0640,pro,3,297
2027-11,C1201,pro,4,396
2027-11,C0678,pro,4,396
2027-11,C1180,pro,4,396
2027-11,C0044,pro,4,396
2027-11,C0521,pro,4,396
2027-11,C0032,pro,3,297
2027-11,C0287,pro,4,396
2027-11,C0511,pro,3,297
2027-11,C0221,pro,4,396
2027-11,C0524,pro,1,99
2027-11,C0839,pro,4,396
2027-11,C1138,pro,1,99
2027-11,C0472,pro,4,396
2027-11,C0556,pro,4,396
2027-11,C0077,pro,4,396
2027-11,C1192,pro,2,198
2027-11,C0692,pro,2,198
2027-11,C0723,pro,3,297
2027-11,C1182,pro,3,297
2027-11,C0481,pro,5,495
2027-11,C0571,pro,4,396
2027-11,C0341,pro,2,198
2027-11,C0795,pro,4,396
2027-11,C1116,pro,6,594
2027-11,C1144,pro,4,396
2027-11,C0941,pro,4,396
2027-11,C0064,pro,3,297
2027-11,C0497,pro,1,99
2027-11,C0139,pro,4,396
2027-11,C0819,pro,4,396
2027-11,C0950,pro,5,495
2027-11,C0066,pro,2,198
2027-11,C0698,pro,2,198
2027-11,C0886,pro,5,495
2027-11,C1002,pro,4,396
2027-11,C1020,pro,2,198
2027-11,C0944,pro,4,396
2027-11,C0714,pro,4,396
2027-11,C0708,pro,3,297
2027-11,C0921,pro,5,495
2027-11,C1178,pro,4,396
2027-11,C0975,pro,3,297
2027-11,C1168,pro,3,297
2027-11,C0476,pro,4,396
2027-11,C0930,pro,2,198
2027-11,C0649,pro,3,297
2027-11,C0738,pro,2,198
2027-11,C0432,pro,5,495
2027-11,C0522,pro,3,297
2027-11,C1128,pro,4,396
2027-11,C0542,pro,3,297
2027-11,C0840,pro,4,396
2027-11,C0900,pro,4,396
2027-11,C0986,pro,3,297
2027-11,C0772,pro,3,297
2027-11,C0501,pro,4,396
2027-11,C1006,pro,5,495
2027-11,C0552,pro,4,396
2027-11,C0971,pro,4,396
2027-11,C0999,pro,3,297
2027-11,C0860,pro,6,594
2027-11,C0111,pro,4,396
2027-11,C0247,pro,3,297
2027-11,C0918,pro,2,198
2027-11,C0844,pro,5,495
2027-11,C0949,pro,4,396
2027-11,C0834,pro,4,396
2027-11,C0093,pro,5,495
2027-11,C0802,pro,2,198
2027-11,C0713,pro,4,396
2027-11,C0599,pro,3,297
2027-11,C1040,pro,3,297
2027-11,C0193,pro,3,297
2027-11,C1074,pro,3,297
2027-11,C0228,pro,4,396
2027-11,C0270,pro,3,297
2027-11,C0574,pro,3,297
2027-11,C1186,pro,4,396
2027-11,C1102,pro,5,495
2027-11,C0411,pro,2,198
2027-11,C0468,pro,4,396
2027-11,C1204,pro,2,198
2027-11,C1120,pro,3,297
2027-11,C0803,pro,4,396
2027-11,C0400,pro,5,495
2027-11,C0655,pro,4,396
2027-11,C0202,pro,3,297
2027-11,C0373,pro,4,396
2027-11,C0804,pro,2,198
2027-11,C0899,pro,3,297
2027-11,C0243,pro,2,198
2027-11,C0063,pro,2,198
2027-11,C0457,pro,4,396
2027-11,C0985,pro,4,396
2027-11,C0869,pro,3,297
2027-11,C1016,pro,5,495
2027-11,C0337,pro,4,396
2027-11,C0364,pro,4,396
2027-11,C0779,pro,1,99
2027-11,C1104,pro,3,297
2027-11,C0862,pro,3,297
2027-11,C0915,pro,5,495
2027-11,C0298,pro,5,495
2027-11,C1101,pro,2,198
2027-11,C1205,pro,4,396
2027-11,C0065,pro,3,297
2027-11,C0744,pro,4,396
2027-11,C0395,pro,3,297
2027-11,C0843,pro,5,495
2027-11,C0910,pro,3,297
2027-11,C0774,pro,6,594
2027-11,C0226,pro,4,396
2027-11,C0460,pro,3,297
2027-11,C1000,pro,4,396
2027-11,C1056,pro,4,396
2027-11,C0195,pro,4,396
2027-11,C1179,pro,2,198
2027-11,C1198,pro,3,297
2027-11,C0706,pro,3,297
2027-11,C1171,pro,3,297
2027-11,C0387,pro,3,297
2027-11,C1011,pro,4,396
2027-11,C0654,pro,5,495
2027-11,C1191,pro,4,396
2027-11,C0816,pro,5,495
2027-11,C0798,pro,4,396
2027-11,C0715,pro,5,495
2027-11,C1162,pro,3,297
2027-11,C0038,pro,5,495
2027-11,C0096,pro,3,297
2027-11,C0806,pro,4,396
2027-11,C1046,pro,5,495
2027-11,C0993,pro,3,297
2027-11,C1170,pro,5,495
2027-11,C0567,pro,3,297
2027-11,C0509,pro,3,297
2027-11,C0981,pro,3,297
2027-11,C1094,pro,1,99
2027-11,C0639,pro,4,396
2027-11,C0668,pro,3,297
2027-11,C0159,pro,3,297
2027-11,C0308,pro,4,396
2027-11,C0262,pro,3,297
2027-11,C1078,pro,5,495
2027-11,C1110,pro,1,99
2027-11,C0998,pro,3,297
2027-11,C1042,pro,3,297
2027-11,C0705,pro,4,396
2027-11,C1079,pro,3,297
2027-11,C0562,pro,1,99
2027-11,C0510,pro,2,198
2027-11,C1111,pro,3,297
2027-11,C0145,pro,5,495
2027-11,C0615,pro,3,297
2027-11,C0879,pro,4,396
2027-11,C1153,pro,3,297
2027-11,C0227,pro,4,396
2027-11,C1005,pro,4,396
2027-11,C0694,pro,4,396
2027-11,C0898,pro,5,495
2027-11,C0878,pro,5,495
2027-11,C1140,pro,4,396
2027-11,C0361,pro,4,396
2027-11,C0863,pro,4,396
2027-11,C1026,pro,4,396
2027-11,C0144,pro,4,396
2027-11,C1001,pro,2,198
2027-11,C0199,pro,5,495
2027-11,C0118,pro,3,297
2027-11,C0960,pro,4,396
2027-11,C1136,pro,3,297
2027-11,C0029,pro,4,396
2027-11,C0658,pro,3,297
2027-11,C0620,pro,3,297
2027-11,C0279,pro,3,297
2027-11,C1114,pro,3,297
2027-11,C0761,pro,4,396
2027-11,C0047,pro,4,396
2027-11,C0143,pro,5,495
2027-11,C0229,pro,3,297
2027-11,C0594,pro,3,297
2027-11,C0874,pro,3,297
2027-11,C0317,pro,4,396
2027-11,C0837,pro,3,297
2027-11,C0965,pro,3,297
2027-11,C0355,pro,3,297
2027-11,C0276,pro,6,594
2027-11,C0132,pro,4,396
2027-11,C1018,pro,4,396
2027-11,C0868,pro,4,396
2027-11,C0023,pro,3,297
2027-11,C0463,pro,1,99
2027-11,C0512,pro,4,396
2027-11,C0107,pro,3,297
2027-11,C1209,pro,4,396
2027-11,C0016,pro,4,396
2027-11,C0469,pro,5,495
2027-11,C1035,pro,3,297
2027-11,C1053,pro,5,495
2027-11,C0621,pro,4,396
2027-11,C0756,pro,4,396
2027-11,C1166,pro,3,297
2027-11,C0479,pro,3,297
2027-11,C1151,pro,4,396
2027-11,C0968,pro,4,396
2027-11,C0474,pro,4,396
2027-11,C0253,pro,4,396
2027-11,C0956,pro,4,396
2027-11,C1036,pro,3,297
2027-11,C0035,pro,3,297
2027-11,C1163,pro,5,495
2027-11,C0462,pro,5,495
2027-11,C0750,pro,6,594
2027-11,C0904,pro,3,297
2027-11,C1003,pro,4,396
2027-11,C1009,pro,4,396
2027-11,C1022,pro,3,297
2027-11,C0517,pro,3,297
2027-11,C0818,pro,3,297
2027-11,C0766,pro,4,396
2027-11,C0646,pro,4,396
2027-11,C0302,pro,4,396
2027-11,C0342,pro,3,297
2027-11,C0375,pro,3,297
2027-11,C0812,pro,4,396
2027-11,C0914,pro,4,396
2027-11,C0650,pro,4,396
2027-11,C0814,pro,4,396
2027-11,C0483,pro,2,198
2027-11,C1089,pro,4,396
2027-11,C0657,pro,4,396
2027-11,C0974,pro,4,396
2027-11,C0082,pro,4,396
2027-11,C0857,pro,3,297
2027-11,C0737,pro,4,396
2027-11,C0295,pro,4,396
2027-11,C1152,pro,3,297
2027-11,C0959,pro,3,297
2027-11,C0753,pro,2,198
2027-11,C0896,pro,4,396
2027-11,C0142,pro,6,594
2027-11,C0632,pro,3,297
2027-11,C0707,pro,2,198
2027-11,C0902,pro,2,198
2027-11,C1161,pro,3,297
2027-11,C1219,pro,3,297
2027-11,C0957,pro,3,297
2027-11,C0690,pro,4,396
2027-11,C1052,pro,3,297
2027-11,C0419,pro,4,396
2027-11,C0219,pro,5,495
2027-11,C1135,pro,1,99
2027-11,C0751,pro,4,396
2027-11,C0272,pro,3,297
2027-11,C0739,pro,3,297
2027-11,C0909,pro,3,297
2027-11,C1064,pro,4,396
2027-11,C0729,pro,4,396
2027-11,C1030,pro,2,198
2027-11,C0867,pro,4,396
2027-11,C1105,pro,4,396
2027-11,C0601,pro,4,396
2027-11,C0609,pro,5,495
2027-11,C1045,pro,4,396
2027-11,C0442,pro,4,396
2027-11,C0372,pro,4,396
2027-11,C1117,pro,3,297
2027-11,C0175,pro,4,396
2027-11,C0800,pro,2,198
2027-11,C0156,pro,2,198
2027-11,C0049,pro,4,396
2027-11,C0121,pro,3,297
2027-11,C0709,pro,3,297
2027-11,C1093,pro,4,396
2027-11,C1188,pro,2,198
2027-11,C0513,pro,2,198
2027-11,C0188,pro,3,297
2027-11,C0206,pro,5,495
2027-11,C0099,pro,3,297
2027-11,C0684,pro,4,396
2027-11,C0810,pro,3,297
2027-11,C1087,pro,4,396
2027-11,C0297,pro,5,495
2027-11,C0498,pro,2,198
2027-11,C0697,pro,4,396
2027-11,C1100,pro,3,297
2027-11,C1075,pro,3,297
2027-11,C0880,pro,3,297
2027-11,C0036,pro,4,396
2027-11,C0346,pro,4,396
2027-11,C0732,pro,3,297
2027-11,C0307,pro,3,297
2027-11,C0852,pro,5,495
2027-11,C0858,pro,4,396
2027-11,C0963,pro,4,396
2027-11,C0614,pro,2,198
2027-11,C0081,pro,3,297
2027-11,C0001,pro,4,396
2027-11,C0379,pro,4,396
2027-11,C0385,pro,4,396
2027-11,C0821,pro,5,495
2027-11,C1200,pro,2,198
2027-11,C0537,pro,4,396
2027-11,C0547,pro,1,99
2027-11,C0378,pro,3,297
2027-11,C0741,pro,2,198
2027-11,C0399,pro,3,297
2027-11,C0018,pro,3,297
2027-11,C1187,pro,2,198
2027-11,C0452,pro,3,297
2027-11,C0177,pro,5,495
2027-11,C0492,pro,4,396
2027-11,C0667,pro,3,297
2027-11,C0230,pro,4,396
2027-11,C0883,pro,3,297
2027-11,C1019,pro,5,495
2027-11,C1130,pro,5,495
2027-11,C0013,pro,3,297
2027-11,C1073,pro,2,198
2027-11,C1183,pro,3,297
2027-11,C0605,pro,1,99
2027-11,C1039,pro,3,297
2027-11,C1148,pro,2,198
2027-11,C0675,pro,3,297
2027-11,C0499,pro,5,495
2027-11,C1167,pro,5,495
2027-11,C0764,pro,3,297
2027-11,C0925,pro,2,198
2027-11,C0312,pro,6,594
2027-11,C1013,pro,2,198
2027-11,C1134,pro,4,396
2027-11,C0871,pro,3,297
2027-11,C0955,pro,2,198
2027-11,C1081,pro,3,297
2027-11,C1203,pro,3,297
2027-11,C1069,pro,3,297
2027-11,C0544,pro,3,297
2027-11,C0424,pro,3,297
2027-11,C0866,pro,3,297
2027-11,C0591,pro,5,495
2027-11,C1121,pro,2,198
2027-11,C1158,pro,3,297
2027-11,C0680,pro,5,495
2027-11,C1037,pro,2,198
2027-11,C0240,pro,4,396
2027-11,C0532,pro,2,198
2027-11,C0151,pro,4,396
2027-11,C0376,pro,5,495
2027-11,C1132,pro,3,297
2027-11,C0108,pro,4,396
2027-11,C0778,pro,3,297
2027-11,C0148,pro,5,495
2027-11,C0338,pro,2,198
2027-11,C1194,pro,3,297
2027-11,C0952,pro,4,396
2027-11,C0167,pro,3,297
2027-11,C0699,pro,3,297
2027-11,C0934,pro,3,297
2027-11,C0762,pro,3,297
2027-11,C0990,pro,4,396
2027-11,C0617,pro,2,198
2027-11,C0354,pro,4,396
2027-11,C0369,pro,5,495
2027-11,C0358,pro,3,297
2027-11,C0309,pro,4,396
2027-11,C0310,pro,3,297
2027-11,C0922,pro,5,495
2027-11,C1061,pro,5,495
2027-11,C1145,pro,4,396
2027-11,C0124,pro,4,396
2027-11,C0853,pro,3,297
2027-11,C0087,pro,2,198
2027-11,C1172,pro,1,99
2027-11,C1092,pro,4,396
2027-11,C1070,pro,4,396
2027-11,C0461,pro,2,198
2027-11,C0850,pro,5,495
2027-11,C1021,pro,3,297
2027-11,C0582,pro,3,297
2027-11,C1164,pro,3,297
2027-11,C0771,pro,3,297
2027-11,C1080,pro,3,297
2027-11,C0770,pro,4,396
2027-11,C0344,pro,4,396
2027-11,C0407,pro,5,495
2027-11,C0169,pro,3,297
2027-11,C0611,pro,3,297
2027-11,C0050,pro,1,99
2027-11,C0579,pro,4,396
2027-11,C1207,pro,3,297
2027-11,C0653,pro,4,396
2027-11,C0170,pro,4,396
2027-11,C0162,pro,2,198
2027-11,C0726,pro,3,297
2027-11,C0383,pro,3,297
2027-11,C0283,pro,4,396
2027-11,C1083,pro,3,297
2027-11,C0718,pro,2,198
2027-11,C1125,pro,3,297
2027-11,C0293,pro,4,396
2027-11,C0691,pro,4,396
2027-11,C0225,pro,4,396
2027-11,C0991,pro,5,495
2027-11,C1023,pro,3,297
2027-11,C0669,pro,5,495
2027-11,C1217,pro,6,594
2027-11,C0660,pro,3,297
2027-11,C0954,pro,5,495
2027-11,C0422,pro,4,396
2027-11,C0259,pro,2,198
2027-11,C0808,pro,5,495
2027-11,C1091,pro,4,396
2027-11,C0428,pro,2,198
2027-11,C0316,pro,2,198
2027-11,C0742,pro,5,495
2027-11,C0368,pro,3,297
2027-11,C1106,pro,3,297
2027-11,C0021,pro,3,297
2027-11,C0443,pro,2,198
2027-11,C0647,pro,4,396
2027-11,C0784,pro,6,594
2027-11,C0951,pro,4,396
2027-11,C1028,pro,2,198
2027-11,C0194,pro,5,495
2027-11,C0434,pro,5,495
2027-11,C1024,pro,2,198
2027-11,C0933,pro,2,198
2027-11,C0258,pro,2,198
2027-11,C0210,pro,2,198
2027-11,C0114,pro,2,198
2027-11,C0558,pro,3,297
2027-11,C1027,pro,3,297
2027-11,C0137,pro,5,495
2027-11,C0321,pro,2,198
2027-11,C0749,pro,3,297
2027-11,C0890,pro,5,495
2027-11,C1189,pro,3,297
2027-11,C1196,pro,4,396
2027-11,C1139,pro,3,297
2027-11,C0589,pro,4,396
2027-11,C0912,pro,2,198
2027-11,C0782,pro,4,396
2027-11,C0255,pro,1,99
2027-11,C0503,pro,3,297
2027-11,C0822,pro,3,297
2027-11,C0977,pro,3,297
2027-11,C1220,pro,4,396
2027-11,C0076,pro,3,297
2027-11,C0097,pro,5,495
2027-11,C1055,pro,4,396
2027-11,C0392,pro,6,594
2027-11,C0306,pro,3,297
2027-11,C0328,pro,2,198
2027-11,C1173,pro,3,297
2027-11,C0357,pro,2,198
2027-11,C0416,pro,4,396
2027-11,C1007,pro,4,396
2027-11,C0631,pro,4,396
2027-11,C0980,pro,2,198
2027-11,C0466,pro,2,198
2027-11,C0893,pro,4,396
2027-11,C0136,pro,2,198
2027-11,C0455,pro,5,495
2027-11,C0972,pro,3,297
2027-11,C0811,pro,5,495
2027-11,C0838,pro,3,297
2027-11,C1060,pro,4,396
2027-11,C0160,pro,3,297
2027-11,C1015,pro,3,297
2027-11,C0326,pro,6,594
2027-11,C0585,pro,5,495
2027-11,C0619,pro,2,198
2027-11,C0025,pro,3,297
2027-11,C0155,pro,2,198
2027-11,C0842,pro,4,396
2027-11,C0320,pro,2,198
2027-11,C1131,pro,4,396
2027-11,C0994,pro,5,495
2027-11,C1065,pro,3,297
2027-11,C1133,pro,2,198
2027-11,C0246,pro,5,495
2027-11,C0444,pro,5,495
2027-11,C1127,pro,4,396
2027-11,C0539,pro,1,99
2027-11,C0048,pro,4,396
2027-11,C0931,pro,3,297
2027-11,C0716,pro,4,396
2027-11,C0189,pro,2,198
2027-11,C0305,pro,3,297
2027-11,C0324,pro,3,297
2027-11,C1215,pro,4,396
2027-11,C0514,pro,3,297
2027-11,C0861,pro,3,297
2027-11,C0138,pro,2,198
2027-11,C0495,pro,3,297
2027-11,C0781,pro,4,396
2027-11,C0919,pro,3,297
2027-11,C0415,pro,4,396
2027-11,C1175,pro,4,396
2027-11,C0550,pro,2,198
2027-11,C0831,pro,3,297
2027-11,C1124,pro,1,99
2027-11,C1119,pro,3,297
2027-11,C0607,pro,2,198
2027-11,C1108,pro,2,198
2027-11,C0053,pro,4,396
2027-11,C0393,pro,3,297
2027-11,C0543,pro,5,495
2027-11,C0841,pro,4,396
2027-11,C0531,pro,2,198
2027-11,C0884,pro,2,198
2027-11,C0041,pro,5,495
2027-11,C0095,pro,2,198
2027-11,C0916,pro,3,297
2027-11,C0688,pro,4,396
2027-11,C0920,pro,2,198
2027-11,C1195,pro,5,495
2027-11,C0870,pro,3,297
2027-11,C1038,pro,4,396
2027-11,C0936,pro,2,198
2027-11,C0037,pro,4,396
2027-11,C0192,pro,1,99
2027-11,C0130,pro,3,297
2027-11,C0299,pro,4,396
2027-11,C0638,pro,4,396
2027-11,C0533,pro,6,594
2027-11,C1174,pro,4,396
2027-11,C0961,pro,3,297
2027-11,C0367,pro,5,495
2027-11,C0995,pro,3,297
2027-11,C0078,pro,3,297
2027-11,C1082,pro,5,495
2027-11,C1210,pro,4,396
2027-11,C0493,pro,3,297
2027-11,C0526,pro,4,396
2027-11,C0989,pro,4,396
2027-11,C0062,pro,4,396
2027-11,C0164,pro,3,297
2027-11,C0245,pro,3,297
2027-11,C0110,pro,3,297
2027-11,C0480,pro,3,297
2027-11,C1208,pro,4,396
2027-11,C0256,pro,4,396
2027-11,C0487,pro,4,396
2027-11,C0271,pro,3,297
2027-11,C0945,pro,3,297
2027-11,C1090,pro,3,297
2027-11,C1095,pro,4,396
2027-11,C1103,pro,4,396
2027-11,C0587,pro,4,396
2027-11,C0608,pro,4,396
2027-11,C0004,pro,3,297
2027-11,C0982,pro,2,198
2027-11,C0700,pro,4,396
2027-11,C0644,pro,4,396
2027-11,C0233,pro,3,297
2027-11,C0491,pro,2,198
2027-11,C0979,pro,4,396
2027-11,C0200,pro,5,495
2027-11,C0482,pro,4,396
2027-11,C0663,pro,2,198
2027-11,C0504,pro,4,396
2027-11,C0523,pro,3,297
2027-11,C0629,pro,2,198
2027-11,C0792,pro,2,198
2027-11,C0826,pro,2,198
2027-11,C0418,pro,4,396
2027-11,C0674,pro,3,297
2027-11,C0017,pro,4,396
2027-11,C0075,pro,5,495
2027-11,C0165,pro,5,495
2027-11,C0618,pro,2,198
2027-11,C0244,pro,5,495
2027-11,C0626,pro,3,297
2027-11,C0877,pro,4,396
2027-11,C0832,pro,4,396
2027-11,C0319,pro,4,396
2027-11,C0026,pro,4,396
2027-11,C0515,pro,2,198
2027-11,C0828,pro,4,396
2027-11,C0349,pro,3,297
2027-11,C0362,pro,4,396
2027-11,C0659,pro,3,297
2027-11,C0391,pro,6,594
2027-11,C1146,pro,3,297
2027-11,C0897,pro,3,297
2027-11,C1004,pro,3,297
2027-11,C1047,pro,4,396
2027-11,C1190,pro,3,297
2027-11,C1212,pro,3,297
2027-11,C0051,pro,3,297
2027-11,C1043,pro,3,297
2027-11,C0755,pro,3,297
2027-11,C0996,pro,3,297
2027-11,C0280,pro,3,297
2027-11,C1063,pro,3,297
2027-11,C0760,pro,5,495
2027-11,C0060,pro,1,99
2027-11,C1216,pro,5,495
2027-11,C0908,pro,4,396
2027-11,C0234,pro,4,396
2027-11,C0686,pro,3,297
2027-11,C0152,pro,3,297
2027-11,C0054,pro,4,396
2027-11,C0787,pro,4,396
2027-11,C0440,pro,4,396
2027-11,C0876,pro,6,594
2027-11,C0363,pro,4,396
2027-11,C0623,pro,5,495
2027-11,C0022,pro,4,396
2027-11,C1159,pro,4,396
2027-11,C0115,pro,3,297
2027-11,C0489,pro,5,495
2027-11,C0905,pro,4,396
2027-11,C0454,pro,3,297
2027-11,C0412,pro,3,297
2027-11,C0992,pro,4,396
2027-11,C0339,pro,3,297
2027-11,C0747,pro,2,198
2027-11,C0763,pro,3,297
2027-11,C0769,pro,5,495
2027-11,C0777,pro,3,297
2027-11,C0796,pro,2,198
2027-11,C1197,pro,3,297
2027-11,C0943,pro,3,297
2027-11,C0122,pro,4,396
2027-11,C0094,pro,3,297
2027-11,C0848,pro,4,396
2027-11,C0191,pro,4,396
2027-11,C0043,pro,3,297
2027-11,C0600,pro,5,495
2027-11,C1141,pro,3,297
2027-11,C0967,pro,3,297
2027-11,C0024,pro,3,297
2027-11,C0153,pro,4,396
2027-11,C0007,pro,2,198
2027-11,C0997,pro,3,297
2027-11,C1184,pro,3,297
2027-11,C1206,pro,4,396
2027-11,C1118,pro,3,297
2027-11,C1154,pro,3,297
2027-11,C0248,pro,5,495
2027-11,C0859,pro,3,297
2027-11,C0403,pro,4,396
2027-11,C0213,pro,4,396
2027-11,C0231,pro,3,297
2027-11,C1096,pro,2,198
2027-11,C0072,pro,4,396
2027-11,C0602,pro,4,396
2027-11,C0586,pro,4,396
2027-11,C0438,pro,3,297
2027-11,C0220,pro,4,396
2027-11,C0637,pro,4,396
2027-11,C0864,pro,3,297
2027-11,C0196,pro,3,297
2027-11,C0710,pro,5,495
2027-11,C0815,pro,3,297
2027-11,C0938,pro,3,297
2027-11,C0720,pro,4,396
2027-11,C0835,pro,3,297
2027-11,C1017,pro,3,297
2027-11,C0634,pro,3,297
2027-11,C0672,pro,3,297
2027-11,C0973,pro,4,396
